"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-22","3.80",,,"0.00","0.0","0","63","78","53","  280","  250","10.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-23","4.70",,,"0.31","0.0","0","67","72","59","  200","  220","12.1","18.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-24","8.28",,,"0.19","0.0","0","63","70","57","  220","  220","16.1","21.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-25","6.26",,,"0.39","0.0","0","64","74","58","  200","  200","30.0","38.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-26","5.14",,,"0.08","0.0","0","63","72","59","  260","  260","15.0","23.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-27","2.91",,,"0.14","0.0","0","65","70","62","   90","   80","8.9","13.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-28","4.92",,,"0.00","0.0","0","70","87","61","  210","  210","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-29","3.80",,,"0.00","0.0","0","74","86","65","   10","   20","13.0","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-06-30","5.59",,,"0.00","0.0","0","76","93","63","  300","  300","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-01","5.14",,,"0.00","0.0","0","79","89","65","   30","   30","12.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-02","6.71",,,"0.00","0.0","0","71","83","60","   30","   30","18.1","21.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-03","7.16",,,"0.00","0.0","0","72","79","62","   30","   30","19.9","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-04","4.92",,,"0.00","0.0","0","65","71","57","  250","  250","8.9","14.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-05","5.82",,,"0.00","0.0","0","64","74","57","  230","  250","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-06","4.92",,,"0.00","0.0","0","65","79","56","  320","  330","13.0","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-07","6.49",,,"0.00","0.0","0","66","75","57","  210","  210","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-08","6.26",,,"0.00","0.0","0","64","80","56","  210","  210","12.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-09","5.59",,,"0.00","0.0","0","72","86","59","   20","   30","14.1","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-10","5.82",,,"0.00","0.0","0","67","72","57","  210","  180","13.0","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-11","6.71",,,"0.00","0.0","0","62","73","54","   20","   20","16.1","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-12","4.92",,,"0.00","0.0","0","62","67","56","   30","   30","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-13","6.93",,,"0.00","0.0","0","62","79","52","   20","  350","15.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-14","6.71",,,"0.00","0.0","0","68","82","55","   30","   30","18.1","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-15","10.29",,,"0.00","0.0","0","71","82","58","  350","  350","17.0","21.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-16","9.17",,,"0.00","0.0","0","75","88","65","   10","  360","17.0","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-17","8.28",,,"0.00","0.0","0","70","72","59","  210","  220","16.1","19.9",,,"    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-18","4.47",,,"0.00","0.0","0","65","79","57","  320","  310","13.0","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-19","4.25",,,"0.00","0.0","0","66","82","56","   10","  320","12.1","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-20","4.47",,,"0.00","0.0","0","65","77","56","  270","  210","8.1","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-21","5.14",,,"0.00","0.0","0","63","75","55","  200","  210","12.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-22","5.37",,,"0.00","0.0","0","65","79","56","  140","  110","17.0","25.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-23","6.71",,,"0.00","0.0","0","70","88","57","  350","  350","17.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-24","5.59",,,"0.00","0.0","0","72","88","58","   10","   10","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-25","5.14",,,"0.00","0.0","0","71","88","55","   10","  360","12.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-26","6.49",,,"0.00","0.0","0","73","88","58","   40","   30","21.9","25.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-27","5.82",,,"0.00","0.0","0","67","78","55","  310","  240","12.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-28","7.61",,,"0.00","0.0","0","63","70","54","  230","  220","15.0","21.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-29","3.13",,,"0.00","0.0","0","63","77","56","  330","  320","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-30","6.26",,,"0.00","0.0","0","65","77","56","  240","  240","10.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-07-31","4.03",,,"0.00","0.0","0","63","71","56","  200","  250","8.9","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-01","8.72",,,"0.00","0.0","0","62","69","56","  220","  210","15.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-02","4.47",,,"0.08","0.0","0","62","63","59","  220","  180","10.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-03","5.37",,,"0.00","0.0","0","63","77","60","   10","  300","12.1","13.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-04","7.61",,,"0.00","0.0","0","69","84","59","  340","  310","15.0","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-05","4.70",,,"0.00","0.0","0","72","86","59","  280","  290","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-06","3.13",,,"0.00","0.0","0","71","87","57","  270","  270","8.1","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-07","4.25",,,"0.00","0.0","0","71","88","57","  310","  310","13.0","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-08","5.59",,,"0.00","0.0","0","69","83","58","   20","   80","12.1","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-09","4.70",,,"0.00","0.0","0","70","83","58","  190","  180","14.1","18.1",,,"    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-10","6.49",,,"0.09","0.0","0","69","78","59","  190","  200","15.0","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-11","6.49",,,"0.00","0.0","0","66","77","58","  250","  230","13.0","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-12","4.25",,,"0.00","0.0","0","67","78","61","  240","  250","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-13","4.03",,,"0.00","0.0","0","69","82","59","  350","  210","8.9","23.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-14","4.47",,,"0.03","0.0","0","70","81","59","  260","  250","14.1","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-15","2.24",,,"0.07","0.0","0","67","70","63","  200","  200","6.9","8.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-16","4.92",,,"0.00","0.0","0","69","84","61","  240","  230","10.1","17.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-17","6.71",,,"0.00","0.0","0","71","78","63","  220","  230","15.0","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-18","6.93",,,"0.00","0.0","0","68","79","60","  240","  240","14.1","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-19","6.71",,,"0.00","0.0","0","69","80","60","  350","   40","17.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-20","10.29",,,"0.00","0.0","0","69","78","61","   20","  350","16.1","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-21","9.62",,,"0.00","0.0","0","69","82","59","  350","  360","14.1","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-22","4.25",,,"0.00","0.0","0","72","84","59","  300","   10","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-23","9.17",,,"0.00","0.0","0","70","77","61","  210","  220","17.0","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-24","6.04",,,"0.00","0.0","0","67","77","62","  210","  240","12.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-25","5.82",,,"0.01","0.0","0","67","72","61","   30","   50","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-26","4.25",,,"0.04","0.0","0","67","76","61","  250","  240","16.1","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-27","3.13",,,"0.05","0.0","0","67","80","63","  310","  310","13.0","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-28","2.91",,,"0.22","0.0","0","69","80","60","  120","  110","12.1","14.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-29","6.71",,,"0.76","0.0","0","70","75","65","  160","  160","18.1","23.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-30","6.49",,,"0.00","0.0","0","68","79","61","  350","  350","13.0","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-08-31","5.82",,,"0.00","0.0","0","68","82","57","  290","   10","13.0","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-01","5.59",,,"0.00","0.0","0","69","82","60","  200","  220","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-02","4.70",,,"0.00","0.0","0","72","82","63","  240","  230","12.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-03","3.80",,,"0.09","0.0","0","68","77","62","  270","  310","8.1","13.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-04","5.37",,,"0.01","0.0","0","67","73","61","   10","   20","15.0","18.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-05","5.59",,,"1.09","0.0","0","65","68","60","  190","  200","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-06","5.82",,,"0.84","0.0","0","64","71","61","  210","  220","14.1","17.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-07","4.47",,,"0.00","0.0","0","65","74","63","   30","  320","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-08","3.36",,,"0.00","0.0","0","67","80","58","   10","  360","10.1","17.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-09","4.70",,,"0.00","0.0","0","66","79","57","   10","  360","10.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-10","8.28",,,"0.00","0.0","0","68","80","59","  350","   50","14.1","36.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-11","5.37",,,"0.00","0.0","0","73","93","61","  360","  350","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-12","3.80",,,"0.00","0.0","0","70","78","59","  210","  200","8.9","10.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-13","4.47",,,"0.00","0.0","0","65","66","60","  220","  190","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-14","3.13",,,"0.00","0.0","0","64","71","60","  310",,"6.9",,"    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-15","4.92",,,"0.13","0.0","0","62","66","58","  200","  210","13.0","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-16","9.62",,,"0.01","0.0","0","63","71","59","   30","   30","16.1","19.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-17","5.14",,,"0.00","0.0","0","62","64","57","   40","   40","13.0","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-18","5.59",,,"0.00","0.0","0","60","70","56","  250","  200","10.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-19","3.36",,,"0.00","0.0","0","62","78","50","  290","  290","8.9","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-20","6.71",,,"0.14","0.0","0","66","74","56","  250","  240","19.9","25.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-21","5.59",,,"0.00","0.0","0","61","70","56","  200","  230","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-22","12.30",,,"0.53","0.0","0","60","63","56","  180","  190","21.9","28.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-23","10.07",,,"0.11","0.0","0","58","61","52","  190","  200","18.1","23.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-24","5.82",,,"0.00","0.0","0","55","64","50","  160","  210","13.0","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-25","6.71",,,"0.08","0.0","0","54","61","49","  350","   80","15.0","25.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-26","4.92",,,"0.00","0.0","0","52","63","45","  300","  300","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-27","9.62",,,"0.04","0.0","0","55","57","51","  200","  190","18.1","23.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-28","13.42",,,"1.71","0.0","0","57","62","53","  170","  240","25.1","36.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-29","15.88",,,"0.66","0.0","0","54","58","52","  220","  220","28.0","38.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-09-30","14.09",,,"0.73","0.0","0","54","57","50","  190","  190","25.1","35.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-01","10.51",,,"0.31","0.0","0","51","58","48","  180","  190","19.9","23.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-02","5.37",,,"0.21","0.0","0","52","55","49","  190","  190","16.1","19.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-03","2.01",,,"0.03","0.0","0","51","58","48","  300","  300","6.9","8.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-04","2.46",,,"0.00","0.0","0","51","64","42","  270","  110","8.9","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-05","3.58",,,"0.00","0.0","0","56","68","47","  340","  340","8.1","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-06","5.82",,,"0.16","0.0","0","57","73","46","  240","  240","21.0","29.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-07","14.09",,,"0.02","0.0","0","58","61","53","  200","  210","21.9","30.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-08","6.71",,,"0.27","0.0","0","54","57","46","   10","   30","21.0","25.1",,,"    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-09","3.58",,,"0.00","0.0","0","50","59","42","  280","  270","8.1","10.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-10","3.80",,,"0.04","0.0","0","52","58","47","  220","  230","8.9","13.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-11","2.24",,,"0.36","0.0","0","53","57","51","  210","  190","8.1","8.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-12","4.92",,,"0.04","0.0","0","53","58","48","  350","  350","15.0","17.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-13","4.03",,,"0.00","0.0","0","50","59","44","   50","   50","12.1","14.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-14","3.58",,,"0.00","0.0","0","49","60","39","   30","   20","10.1","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-15","2.01",,,"0.00","0.0","0","50","60","41","  270","  280","8.1","8.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-16","6.04",,,"0.00","0.0","0","52","55","48","   10","   40","15.0","19.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-17","3.80",,,"0.00","0.0","0","52","58","48","   20","   50","6.9","10.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-18","2.68",,,"0.00","0.0","0","49","55","45","   10","   20","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-19","3.13",,,"0.00","0.0","0","48","51","46","   30","   30","6.9","8.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-20","5.37",,,"0.00","0.0","0","49","51","46","   10","   40","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-21","5.59",,,"0.00","0.0","0","48","53","47","   30","   40","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-22","4.25",,,"0.00","0.0","0","50","58","45","   30","   40","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-23","0.89",,,"0.00","0.0","0","49","55","43","   30","  250","6.0","6.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-24","1.34",,,"0.00","0.0","0","47","50","43","  170","  170","6.9","8.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-25","4.03",,,"0.00","0.0","0","49","54","46","   40","   30","10.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-26","6.04",,,"0.00","0.0","0","50","53","47","   30","   40","14.1","16.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-27","9.84",,,"0.07","0.0","0","50","57","47","   10","  350","23.9","32.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-28","11.41",,,"0.00","0.0","0","52","58","45","   10","   10","23.0","30.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-29","4.92",,,"0.00","0.0","0","48","56","38","  130","  330","10.1","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-30","8.72",,,"0.02","0.0","0","49","59","42","  220","  220","21.0","29.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-10-31","4.92",,,"0.01","0.0","0","54","58","51","  210","  210","14.1","18.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-01","3.13",,,"0.05","0.0","0","57","64","53","  160","  160","12.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-02","17.67",,,"0.50","0.0","0","55","58","47","  220","  210","42.9","59.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-03","5.37",,,"0.02","0.0","0","48","54","40","   10","  220","14.1","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-04","3.58",,,"0.00","0.0","0","46","51","39","  110","  120","12.1","15.0",,,,,,"    1",,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-05","6.93",,,"0.10","0.0","0","49","56","45","  200","  200","21.0","28.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-06","3.80",,,"0.15","0.0","0","50","55","46","  140","  140","13.0","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-07","16.11",,,"1.18","0.0","0","51","52","50","  200","  190","28.0","36.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-08","9.17",,,"0.00","0.0","0","51","56","45","  220","  220","23.0","29.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-09","3.13",,,"0.07","0.0","0","48","52","41","  360","  360","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-10","9.84",,,"0.00","0.0","0","49","52","47","  360","   10","15.0","18.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-11-11","5.82",,,"0.00","0.0","0","49","61","43","  120","  130","16.1","21.9","    1",,,,,,,,,,,,,
