year,month,day,weekday,ws_1,prcp_1,snwd_1,temp_2,temp_1,average,actual,friend
2013,5,23,Thurs,6.71,0.54,0,60,52,66.1,54,84
2013,5,24,Fri,4.25,0.16,0,52,54,66.2,62,70
2013,5,25,Sat,6.04,0.01,0,54,62,66.4,64,55
2013,5,26,Sun,6.04,0,0,62,64,66.5,65,81
2013,5,27,Mon,4.92,0.06,0,64,65,66.7,62,67
2013,5,28,Tues,6.93,0.38,0,65,62,66.8,63,53
2013,5,29,Wed,6.26,0.02,0,62,63,67,61,54
2013,5,30,Thurs,8.95,0.22,0,63,61,67.1,62,69
2013,5,31,Fri,11.86,0,0,61,62,67.3,67,74
2013,6,1,Sat,5.59,0,0,62,67,67.4,73,52
2013,6,2,Sun,5.59,0,0,67,73,67.6,69,63
2013,6,3,Mon,6.93,0.04,0,73,69,67.7,72,54
2013,6,4,Tues,6.49,0,0,69,72,67.9,79,76
2013,6,5,Wed,7.61,0,0,72,79,68,80,85
2013,6,6,Thurs,6.93,0,0,79,80,68.2,80,62
2013,6,7,Fri,5.59,0,0,80,80,68.3,71,66
2013,6,8,Sat,7.16,0,0,80,71,68.5,69,80
2013,6,9,Sun,6.93,0,0,71,69,68.6,69,77
2013,6,10,Mon,8.28,0,0,69,69,68.8,71,70
2013,6,11,Tues,7.16,0,0,69,71,69,68,81
2013,6,12,Wed,12.75,0,0,71,68,69.1,69,51
2013,6,13,Thurs,9.4,0.01,0,68,69,69.3,70,74
2013,6,14,Fri,5.82,0,0,69,70,69.5,68,60
2013,6,15,Sat,8.28,0,0,70,68,69.7,78,77
2013,6,16,Sun,6.49,0,0,68,78,69.8,75,86
2013,6,17,Mon,7.61,0,0,78,75,70,78,71
2013,6,18,Tues,6.71,0,0,75,78,70.2,74,70
2013,6,19,Wed,7.61,0.01,0,78,74,70.4,68,67
2013,6,20,Thurs,8.28,0,0,74,68,70.6,63,84
2013,6,21,Fri,11.18,0.12,0,68,63,70.8,69,78
2013,6,22,Sat,3.36,0.01,0,63,69,71,78,53
2013,6,23,Sun,3.8,0,0,69,78,71.3,72,65
2013,6,24,Mon,4.7,0.31,0,78,72,71.5,70,71
2013,6,25,Tues,8.28,0.19,0,72,70,71.7,74,71
2013,6,26,Wed,6.26,0.39,0,70,74,71.9,72,61
2013,6,27,Thurs,5.14,0.08,0,74,72,72.2,70,66
2013,6,28,Fri,2.91,0.14,0,72,70,72.4,87,72
2013,6,29,Sat,4.92,0,0,70,87,72.6,86,53
2013,6,30,Sun,3.8,0,0,87,86,72.8,93,71
2013,7,1,Mon,5.59,0,0,86,93,73.1,89,56
2013,7,2,Tues,5.14,0,0,93,89,73.3,83,81
2013,7,3,Wed,6.71,0,0,89,83,73.5,79,82
2013,7,4,Thurs,7.16,0,0,83,79,73.8,71,88
2013,7,5,Fri,4.92,0,0,79,71,74,74,55
2013,7,6,Sat,5.82,0,0,71,74,74.2,79,77
2013,7,7,Sun,4.92,0,0,74,79,74.4,75,82
2013,7,8,Mon,6.49,0,0,79,75,74.6,80,63
2013,7,9,Tues,6.26,0,0,75,80,74.9,86,87
2013,7,10,Wed,5.59,0,0,80,86,75.1,72,67
2013,7,11,Thurs,5.82,0,0,86,72,75.3,73,77
2013,7,12,Fri,6.71,0,0,72,73,75.4,67,60
2013,7,13,Sat,4.92,0,0,73,67,75.6,79,63
2013,7,14,Sun,6.93,0,0,67,79,75.8,82,93
2013,7,15,Mon,6.71,0,0,79,82,76,82,77
2013,7,16,Tues,10.29,0,0,82,82,76.1,88,95
2013,7,17,Wed,9.17,0,0,82,88,76.3,72,95
2013,7,18,Thurs,8.28,0,0,88,72,76.4,79,67
2013,7,19,Fri,4.47,0,0,72,79,76.6,82,94
2013,7,20,Sat,4.25,0,0,79,82,76.7,77,89
2013,7,21,Sun,4.47,0,0,82,77,76.8,75,70
2013,7,22,Mon,5.14,0,0,77,75,76.9,79,66
2013,7,23,Tues,5.37,0,0,75,79,77,88,65
2013,7,24,Wed,6.71,0,0,79,88,77.1,88,92
2013,7,25,Thurs,5.59,0,0,88,88,77.1,88,67
2013,7,26,Fri,5.14,0,0,88,88,77.2,88,85
2013,7,27,Sat,6.49,0,0,88,88,77.3,78,90
2013,7,28,Sun,5.82,0,0,88,78,77.3,70,77
2013,7,29,Mon,7.61,0,0,78,70,77.3,77,87
2013,7,30,Tues,3.13,0,0,70,77,77.3,77,81
2013,7,31,Wed,6.26,0,0,77,77,77.4,71,95
2013,8,1,Thurs,4.03,0,0,77,71,77.4,69,92
2013,8,2,Fri,8.72,0,0,71,69,77.4,63,72
2013,8,3,Sat,4.47,0.08,0,69,63,77.3,77,58
2013,8,4,Sun,5.37,0,0,63,77,77.3,84,84
2013,8,5,Mon,7.61,0,0,77,84,77.3,86,67
2013,8,6,Tues,4.7,0,0,84,86,77.2,87,84
2013,8,7,Wed,3.13,0,0,86,87,77.2,88,62
2013,8,8,Thurs,4.25,0,0,87,88,77.1,83,87
2013,8,9,Fri,5.59,0,0,88,83,77.1,83,96
2013,8,10,Sat,4.7,0,0,83,83,77,78,80
2013,8,11,Sun,6.49,0.09,0,83,78,76.9,77,88
2013,8,12,Mon,6.49,0,0,78,77,76.9,78,92
2013,8,13,Tues,4.25,0,0,77,78,76.8,82,76
2013,8,14,Wed,4.03,0,0,78,82,76.7,81,84
2013,8,15,Thurs,4.47,0.03,0,82,81,76.6,70,83
2013,8,16,Fri,2.24,0.07,0,81,70,76.5,84,66
2013,8,17,Sat,4.92,0,0,70,84,76.4,78,91
2013,8,18,Sun,6.71,0,0,84,78,76.3,79,82
2013,8,19,Mon,6.93,0,0,78,79,76.2,80,57
2013,8,20,Tues,6.71,0,0,79,80,76.1,78,89
2013,8,21,Wed,10.29,0,0,80,78,75.9,82,70
2013,8,22,Thurs,9.62,0,0,78,82,75.8,84,96
2013,8,23,Fri,4.25,0,0,82,84,75.7,77,69
2013,8,24,Sat,9.17,0,0,84,77,75.5,77,77
2013,8,25,Sun,6.04,0,0,77,77,75.4,72,87
2013,8,26,Mon,5.82,0.01,0,77,72,75.3,76,63
2013,8,27,Tues,4.25,0.04,0,72,76,75.1,80,80
2013,8,28,Wed,3.13,0.05,0,76,80,75,80,69
2013,8,29,Thurs,2.91,0.22,0,80,80,74.8,75,75
2013,8,30,Fri,6.71,0.76,0,80,75,74.6,79,93
2013,8,31,Sat,6.49,0,0,75,79,74.4,82,82
2013,9,1,Sun,5.82,0,0,79,82,74.3,82,68
2013,9,2,Mon,5.59,0,0,82,82,74.1,82,90
2013,9,3,Tues,4.7,0,0,82,82,73.9,77,82
2013,9,4,Wed,3.8,0.09,0,82,77,73.7,73,69
2013,9,5,Thurs,5.37,0.01,0,77,73,73.5,68,75
2013,9,6,Fri,5.59,1.09,0,73,68,73.3,71,88
2013,9,7,Sat,5.82,0.84,0,68,71,73,74,85
2013,9,8,Sun,4.47,0,0,71,74,72.8,80,78
2013,9,9,Mon,3.36,0,0,74,80,72.6,79,55
2013,9,10,Tues,4.7,0,0,80,79,72.3,80,83
2013,9,11,Wed,8.28,0,0,79,80,72.1,93,74
2013,9,12,Thurs,5.37,0,0,80,93,71.8,78,77
2013,9,13,Fri,3.8,0,0,93,78,71.5,66,60
2013,9,14,Sat,4.47,0,0,78,66,71.2,71,59
2013,9,15,Sun,3.13,0,0,66,71,71,66,53
2013,9,16,Mon,4.92,0.13,0,71,66,70.7,71,52
2013,9,17,Tues,9.62,0.01,0,66,71,70.3,64,78
2013,9,18,Wed,5.14,0,0,71,64,70,70,54
2013,9,19,Thurs,5.59,0,0,64,70,69.7,78,75
2013,9,20,Fri,3.36,0,0,70,78,69.4,74,82
2013,9,21,Sat,6.71,0.14,0,78,74,69,70,54
2013,9,22,Sun,5.59,0,0,74,70,68.7,63,78
2013,9,23,Mon,12.3,0.53,0,70,63,68.3,61,68
2013,9,24,Tues,10.07,0.11,0,63,61,68,64,71
2013,9,25,Wed,5.82,0,0,61,64,67.6,61,81
2013,9,26,Thurs,6.71,0.08,0,64,61,67.2,63,71
2013,9,27,Fri,4.92,0,0,61,63,66.8,57,74
2013,9,28,Sat,9.62,0.04,0,63,57,66.5,62,85
2013,9,29,Sun,13.42,1.71,0,57,62,66.1,58,67
2013,9,30,Mon,15.88,0.66,0,62,58,65.7,57,60
2013,10,1,Tues,14.09,0.73,0,58,57,65.3,58,75
2013,10,2,Wed,10.51,0.31,0,57,58,64.9,55,59
2013,10,3,Thurs,5.37,0.21,0,58,55,64.5,58,79
2013,10,4,Fri,2.01,0.03,0,55,58,64.1,64,76
2013,10,5,Sat,2.46,0,0,58,64,63.7,68,45
2013,10,6,Sun,3.58,0,0,64,68,63.3,73,50
2013,10,7,Mon,5.82,0.16,0,68,73,62.9,61,65
2013,10,8,Tues,14.09,0.02,0,73,61,62.5,57,69
2013,10,9,Wed,6.71,0.27,0,61,57,62.1,59,52
2013,10,10,Thurs,3.58,0,0,57,59,61.8,58,51
2013,10,11,Fri,3.8,0.04,0,59,58,61.4,57,56
2013,10,12,Sat,2.24,0.36,0,58,57,61,58,70
2013,10,13,Sun,4.92,0.04,0,57,58,60.6,59,71
2013,10,14,Mon,4.03,0,0,58,59,60.2,60,47
2013,10,15,Tues,3.58,0,0,59,60,59.9,60,66
2013,10,16,Wed,2.01,0,0,60,60,59.5,55,59
2013,10,17,Thurs,6.04,0,0,60,55,59.1,58,77
2013,10,18,Fri,3.8,0,0,55,58,58.8,55,42
2013,10,19,Sat,2.68,0,0,58,55,58.4,51,55
2013,10,20,Sun,3.13,0,0,55,51,58.1,51,68
2013,10,21,Mon,5.37,0,0,51,51,57.8,53,42
2013,10,22,Tues,5.59,0,0,51,53,57.4,58,76
2013,10,23,Wed,4.25,0,0,53,58,57.1,55,58
2013,10,24,Thurs,0.89,0,0,58,55,56.8,50,57
2013,10,25,Fri,1.34,0,0,55,50,56.5,54,72
2013,10,26,Sat,4.03,0,0,50,54,56.2,53,59
2013,10,27,Sun,6.04,0,0,54,53,55.9,57,58
2013,10,28,Mon,9.84,0.07,0,53,57,55.6,58,52
2013,10,29,Tues,11.41,0,0,57,58,55.3,56,49
2013,10,30,Wed,4.92,0,0,58,56,55,59,66
2013,10,31,Thurs,8.72,0.02,0,56,59,54.8,58,41
2013,11,1,Fri,4.92,0.01,0,59,58,54.5,64,52
2013,11,2,Sat,3.13,0.05,0,58,64,54.2,58,40
2013,11,3,Sun,17.67,0.5,0,64,58,53.9,54,62
2013,11,4,Mon,5.37,0.02,0,58,54,53.7,51,40
2013,11,5,Tues,3.58,0,0,54,51,53.4,56,73
2013,11,6,Wed,6.93,0.1,0,51,56,53.2,55,45
2013,11,7,Thurs,3.8,0.15,0,56,55,52.9,52,67
2013,11,8,Fri,16.11,1.18,0,55,52,52.7,56,51
2013,11,9,Sat,9.17,0,0,52,56,52.4,52,58
2013,11,10,Sun,3.13,0.07,0,56,52,52.2,52,67
2013,11,11,Mon,9.84,0,0,52,52,51.9,61,43
2013,11,12,Tues,5.82,0,0,52,61,51.7,60,67
2013,11,13,Wed,4.92,0.16,0,61,60,51.4,57,39
2013,11,14,Thurs,8.5,0,0,60,57,51.2,52,48
2013,11,15,Fri,2.46,0.05,0,57,52,51,51,70
2013,11,16,Sat,13.42,0.12,0,52,51,50.7,50,33
2013,11,17,Sun,10.29,0,0,51,50,50.5,53,57
2013,11,18,Mon,12.08,0.21,0,50,53,50.3,55,35
2013,11,19,Tues,8.72,1.03,0,53,55,50,56,62
2013,11,20,Wed,11.41,0.04,0,55,56,49.8,46,53
2013,11,21,Thurs,9.62,0,0,56,46,49.5,46,41
2013,11,22,Fri,8.05,0,0,46,46,49.3,49,50
2013,11,23,Sat,10.29,0,0,46,49,49.1,52,43
2013,11,24,Sun,5.82,0,0,49,52,48.9,53,30
2013,11,25,Mon,2.01,0,0,52,53,48.6,54,64
2013,11,26,Tues,1.12,0,0,53,54,48.4,54,65
2013,11,27,Wed,2.24,0,0,54,54,48.2,58,29
2013,11,28,Thurs,2.91,0,0,54,58,48,53,47
2013,11,29,Fri,1.57,0,0,58,53,47.8,49,57
2013,11,30,Sat,4.7,0.02,0,53,49,47.6,52,63
2013,12,1,Sun,8.72,0.09,0,49,52,47.4,56,64
2013,12,2,Mon,19.69,0.12,0,52,56,47.2,46,61
2013,12,3,Tues,7.83,0.18,0,56,46,47,41,35
2013,12,4,Wed,12.53,0,0,46,41,46.8,40,40
2013,12,5,Thurs,3.58,0,0,41,40,46.6,34,64
2013,12,6,Fri,5.82,0,0,40,34,46.4,34,45
2013,12,7,Sat,10.51,0,0,34,34,46.3,32,54
2013,12,8,Sun,6.93,0,0,34,32,46.1,36,56
2013,12,9,Mon,4.92,0,0,32,36,46,34,33
2013,12,10,Tues,2.91,0,0,36,34,45.9,42,57
2013,12,11,Wed,3.36,0,0,34,42,45.7,41,37
2013,12,12,Thurs,1.79,0,0,42,41,45.6,42,47
2013,12,13,Fri,5.14,0.27,0,41,42,45.5,49,39
2013,12,14,Sat,6.49,0.02,0,42,49,45.4,49,55
2013,12,15,Sun,8.28,0,0,49,49,45.3,53,32
2013,12,16,Mon,8.72,0.05,0,49,53,45.3,50,37
2013,12,17,Tues,2.24,0.01,0,53,50,45.2,47,56
2013,12,18,Wed,6.04,0,0,50,47,45.2,46,57
2013,12,19,Thurs,6.26,0.05,0,47,46,45.1,41,26
2013,12,20,Fri,4.7,0,0,46,41,45.1,47,40
2013,12,21,Sat,8.28,0.22,0,41,47,45.1,48,51
2013,12,22,Sun,5.14,0.22,0,47,48,45.1,51,44
2013,12,23,Mon,8.95,0.42,0,48,51,45.1,53,28
2013,12,24,Tues,13.2,0.06,0,51,53,45.1,47,31
2013,12,25,Wed,3.8,0,0,53,47,45.1,44,53
2013,12,26,Thurs,1.79,0,0,47,44,45.2,44,36
2013,12,27,Fri,1.12,0,0,44,44,45.2,48,33
2013,12,28,Sat,4.7,0.01,0,44,48,45.3,49,43
2013,12,29,Sun,2.91,0,0,48,49,45.3,45,46
2013,12,30,Mon,2.46,0,0,49,45,45.4,48,49
2013,12,31,Tues,5.82,0.01,0,45,48,45.5,47,56
2014,1,1,Wed,3.8,0.02,0,48,47,45.6,45,50
2014,1,2,Thurs,2.68,0,0,47,45,45.7,51,33
2014,1,3,Fri,7.16,0.16,0,45,51,45.8,48,65
2014,1,4,Sat,5.82,0.06,0,51,48,45.9,46,53
2014,1,5,Sun,6.04,0,0,48,46,46,47,39
2014,1,6,Mon,8.28,0,0,46,47,46.1,46,28
2014,1,7,Tues,5.82,0.01,0,47,46,46.2,47,58
2014,1,8,Wed,3.58,0.48,0,46,47,46.3,50,43
2014,1,9,Thurs,10.29,0.38,0,47,50,46.4,49,61
2014,1,10,Fri,14.09,0.23,0,50,49,46.5,55,49
2014,1,11,Sat,15.66,0.17,0,49,55,46.7,58,36
2014,1,12,Sun,19.69,0.84,0,55,58,46.8,52,38
2014,1,13,Mon,18.12,0.06,0,58,52,46.9,51,39
2014,1,14,Tues,15.88,0,0,52,51,47,52,36
2014,1,15,Wed,2.91,0,0,51,52,47.1,52,54
2014,1,16,Thurs,5.59,0,0,52,52,47.3,44,43
2014,1,17,Fri,6.04,0,0,52,44,47.4,42,35
2014,1,18,Sat,5.14,0,0,44,42,47.5,49,48
2014,1,19,Sun,4.92,0,0,42,49,47.6,43,56
2014,1,20,Mon,5.59,0,0,49,43,47.7,50,38
2014,1,21,Tues,4.92,0,0,43,50,47.8,50,68
2014,1,22,Wed,3.36,0,0,50,50,47.9,49,43
2014,1,23,Thurs,5.82,0.02,0,50,49,48,50,31
2014,1,24,Fri,11.63,0,0,49,50,48.1,55,30
2014,1,25,Sat,4.25,0,0,50,55,48.2,54,62
2014,1,26,Sun,1.79,0,0,55,54,48.3,47,29
2014,1,27,Mon,2.91,0,0,54,47,48.4,49,31
2014,1,28,Tues,2.91,0,0,47,49,48.4,52,30
2014,1,29,Wed,3.58,0.35,0,49,52,48.5,52,48
2014,1,30,Thurs,7.61,0.85,0,52,52,48.6,47,30
2014,1,31,Fri,14.32,0,0,52,47,48.7,46,29
2014,2,1,Sat,5.82,0.09,0,47,46,48.8,46,61
2014,2,2,Sun,1.79,0.08,0,46,46,48.8,48,54
2014,2,3,Mon,5.59,0,0,46,48,48.9,41,38
2014,2,4,Tues,9.62,0,0,48,41,49,37,69
2014,2,5,Wed,10.51,0,0,41,37,49.1,31,45
2014,2,6,Thurs,14.76,0,0,37,31,49.1,29,61
2014,2,7,Fri,10.07,0,0,31,29,49.2,38,67
2014,2,8,Sat,9.4,0,0,29,38,49.3,42,46
2014,2,9,Sun,10.29,0.2,0,38,42,49.4,39,65
2014,2,10,Mon,5.37,0.02,3,42,39,49.4,50,31
2014,2,11,Tues,10.51,0.72,0,39,50,49.5,54,32
2014,2,12,Wed,8.5,0.67,0,50,54,49.6,54,55
2014,2,13,Thurs,14.32,0.18,0,54,54,49.7,55,67
2014,2,14,Fri,14.09,0.07,0,54,55,49.8,53,41
2014,2,15,Sat,14.32,0.37,0,55,53,49.9,52,54
2014,2,16,Sun,11.41,0.46,0,53,52,49.9,49,62
2014,2,17,Mon,17.67,1.04,0,52,49,50,47,34
2014,2,18,Tues,12.3,0.57,0,49,47,50.1,48,62
2014,2,19,Wed,13.87,0.6,0,47,48,50.2,47,60
2014,2,20,Thurs,13.42,0.04,0,48,47,50.4,50,55
2014,2,21,Fri,15.43,0.12,0,47,50,50.5,44,43
2014,2,22,Sat,6.49,0.11,0,50,44,50.6,42,70
2014,2,23,Sun,6.93,0.1,0,44,42,50.7,45,39
2014,2,24,Mon,5.82,0.24,0,42,45,50.8,44,38
2014,2,25,Tues,7.16,0.51,0,45,44,50.9,54,59
2014,2,26,Wed,10.07,0.01,0,44,54,51.1,57,55
2014,2,27,Thurs,5.59,0,0,54,57,51.2,55,52
2014,2,28,Fri,5.14,0,0,57,55,51.3,58,63
2014,3,1,Sat,13.2,0,0,55,58,51.5,45,49
2014,3,2,Sun,10.51,0.02,0,58,45,51.6,52,70
2014,3,3,Mon,12.75,0.75,0,45,52,51.8,58,62
2014,3,4,Tues,11.41,0.42,0,52,58,51.9,57,48
2014,3,5,Wed,8.72,0.65,0,58,57,52.1,60,32
2014,3,6,Thurs,8.72,1.84,0,57,60,52.2,56,43
2014,3,7,Fri,13.87,0.12,0,60,56,52.4,60,62
2014,3,8,Sat,9.4,0,0,56,60,52.5,55,62
2014,3,9,Sun,6.04,1.27,0,60,55,52.7,59,46
2014,3,10,Mon,9.62,0.17,0,55,59,52.8,54,69
2014,3,11,Tues,4.92,0.74,0,59,54,53,58,71
2014,3,12,Wed,5.14,0,0,54,58,53.1,61,34
2014,3,13,Thurs,4.25,0,0,58,61,53.3,57,72
2014,3,14,Fri,5.59,0.02,0,61,57,53.4,58,55
2014,3,15,Sat,13.65,0.27,0,57,58,53.6,62,54
2014,3,16,Sun,6.71,0.32,0,58,62,53.7,51,48
2014,3,17,Mon,8.5,1.09,0,62,51,53.9,50,69
2014,3,18,Tues,7.16,0.01,0,51,50,54,50,35
2014,3,19,Wed,3.58,0,0,50,50,54.2,52,37
2014,3,20,Thurs,11.41,0.02,0,50,52,54.3,52,58
2014,3,21,Fri,6.71,0,0,52,52,54.5,51,49
2014,3,22,Sat,8.5,0,0,52,51,54.6,52,67
2014,3,23,Sun,4.03,0,0,51,52,54.7,55,51
2014,3,24,Mon,7.38,0,0,52,55,54.9,66,41
2014,3,25,Tues,4.92,0,0,55,66,55,57,68
2014,3,26,Wed,9.84,0.16,0,66,57,55.2,52,64
2014,3,27,Thurs,5.37,0.14,0,57,52,55.3,54,73
2014,3,28,Fri,6.26,0.01,0,52,54,55.5,53,49
2014,3,29,Sat,8.72,0.87,0,54,53,55.6,53,68
2014,3,30,Sun,11.41,0.55,0,53,53,55.7,52,71
2014,3,31,Mon,11.41,0,0,53,52,55.9,60,73
2014,4,1,Tues,8.5,0,0,52,60,56,58,55
2014,4,2,Wed,6.26,0,0,60,58,56.2,58,53
2014,4,3,Thurs,9.4,0,0,58,58,56.3,56,57
2014,4,4,Fri,8.72,0.1,0,58,56,56.5,55,62
2014,4,5,Sat,10.51,0,0,56,55,56.6,53,56
2014,4,6,Sun,9.62,0.18,0,55,53,56.8,57,46
2014,4,7,Mon,5.82,0,0,53,57,56.9,70,46
2014,4,8,Tues,5.59,0,0,57,70,57.1,60,55
2014,4,9,Wed,9.4,0.18,0,70,60,57.2,58,54
2014,4,10,Thurs,6.49,0,0,60,58,57.4,59,54
2014,4,11,Fri,8.05,0,0,58,59,57.6,63,46
2014,4,12,Sat,6.26,0,0,59,63,57.7,61,53
2014,4,13,Sun,9.84,0,0,63,61,57.9,69,69
2014,4,14,Mon,6.93,0,0,61,69,58.1,68,60
2014,4,15,Tues,5.82,0,0,69,68,58.3,58,44
2014,4,16,Wed,8.95,0.02,0,68,58,58.5,52,76
2014,4,17,Thurs,10.29,0.43,0,58,52,58.6,53,69
2014,4,18,Fri,10.51,0.73,0,52,53,58.8,58,62
2014,4,19,Sat,8.5,0,0,53,58,59,53,43
2014,4,20,Sun,10.51,0.54,0,58,53,59.2,60,63
2014,4,21,Mon,6.04,0,0,53,60,59.4,63,42
2014,4,22,Tues,5.59,0.2,0,60,63,59.7,54,54
2014,4,23,Wed,9.4,0.56,0,63,54,59.9,53,47
2014,4,24,Thurs,11.18,0.35,0,54,53,60.1,57,59
2014,4,25,Fri,11.86,0.49,0,53,57,60.3,58,41
2014,4,26,Sat,5.14,0,0,57,58,60.5,59,69
2014,4,27,Sun,8.72,0.13,0,58,59,60.7,52,41
2014,4,28,Mon,12.97,0.27,0,59,52,61,61,46
2014,4,29,Tues,5.82,0,0,52,61,61.2,77,70
2014,4,30,Wed,5.14,0,0,61,77,61.4,82,56
2014,5,1,Thurs,8.72,0,0,77,82,61.6,85,61
2014,5,2,Fri,6.71,0,0,82,85,61.9,65,68
2014,5,3,Sat,10.51,0,0,85,65,62.1,59,55
2014,5,4,Sun,7.61,1.31,0,65,59,62.3,58,56
2014,5,5,Mon,9.4,0.63,0,59,58,62.5,60,44
2014,5,6,Tues,8.5,0.2,0,58,60,62.8,62,44
2014,5,7,Wed,5.82,0,0,60,62,63,65,80
2014,5,8,Thurs,3.8,0,0,62,65,63.2,57,53
2014,5,9,Fri,7.61,0.54,0,65,57,63.4,56,76
2014,5,10,Sat,12.53,0.08,0,57,56,63.6,60,58
2014,5,11,Sun,4.7,0.02,0,56,60,63.8,66,76
2014,5,12,Mon,3.8,0,0,60,66,64.1,76,64
2014,5,13,Tues,6.04,0,0,66,76,64.3,80,82
2014,5,14,Wed,8.5,0,0,76,80,64.5,82,80
2014,5,15,Thurs,7.38,0,0,80,82,64.7,80,55
2014,5,16,Fri,6.71,0,0,82,80,64.8,68,65
2014,5,17,Sat,9.17,0,0,80,68,65,68,77
2014,5,18,Sun,7.16,0,0,68,68,65.2,68,85
2014,5,19,Mon,7.16,0,0,68,68,65.4,70,78
2014,5,20,Tues,4.92,0,0,68,70,65.6,72,56
2014,5,21,Wed,6.04,0,0,70,72,65.7,68,46
2014,5,22,Thurs,3.8,0,0,72,68,65.9,76,67
2014,5,23,Fri,5.59,0,0,68,76,66.1,68,70
2014,5,24,Sat,8.95,0.15,0,76,68,66.2,65,61
2014,5,25,Sun,5.37,0,0,68,65,66.4,59,63
2014,5,26,Mon,3.13,0.22,0,65,59,66.5,65,65
2014,5,27,Tues,10.07,0,0,59,65,66.7,68,56
2014,5,28,Wed,5.59,0,0,65,68,66.8,66,54
2014,5,29,Thurs,7.61,0,0,68,66,67,66,48
2014,5,30,Fri,9.62,0,0,66,66,67.1,69,52
2014,5,31,Sat,10.07,0,0,66,69,67.3,74,53
2014,6,1,Sun,4.92,0,0,69,74,67.4,72,50
2014,6,2,Mon,5.14,0,0,74,72,67.6,74,68
2014,6,3,Tues,5.37,0,0,72,74,67.7,65,75
2014,6,4,Wed,7.16,0,0,74,65,67.9,67,75
2014,6,5,Thurs,5.82,0,0,65,67,68,72,85
2014,6,6,Fri,5.37,0,0,67,72,68.2,77,60
2014,6,7,Sat,7.16,0,0,72,77,68.3,76,59
2014,6,8,Sun,6.93,0,0,77,76,68.5,74,53
2014,6,9,Mon,4.7,0,0,76,74,68.6,70,88
2014,6,10,Tues,8.05,0,0,74,70,68.8,68,53
2014,6,11,Wed,6.49,0,0,70,68,69,75,63
2014,6,12,Thurs,6.04,0,0,68,75,69.1,71,58
2014,6,13,Fri,8.95,0.07,0,75,71,69.3,60,69
2014,6,14,Sat,11.18,0.25,0,71,60,69.5,64,57
2014,6,15,Sun,7.16,0,0,60,64,69.7,65,74
2014,6,16,Mon,8.05,0.02,0,64,65,69.8,64,76
2014,6,17,Tues,5.37,0.14,0,65,64,70,64,58
2014,6,18,Wed,6.71,0.05,0,64,64,70.2,66,86
2014,6,19,Thurs,6.04,0,0,64,66,70.4,78,81
2014,6,20,Fri,8.28,0.03,0,66,78,70.6,68,75
2014,6,21,Sat,7.61,0.01,0,78,68,70.8,72,58
2014,6,22,Sun,8.05,0,0,68,72,71,77,68
2014,6,23,Mon,6.04,0,0,72,77,71.3,77,82
2014,6,24,Tues,5.59,0,0,77,77,71.5,76,79
2014,6,25,Wed,5.59,0,0,77,76,71.7,79,64
2014,6,26,Thurs,5.37,0,0,76,79,71.9,70,63
2014,6,27,Fri,9.17,0,0,79,70,72.2,70,76
2014,6,28,Sat,10.07,0.07,0,70,70,72.4,68,61
2014,6,29,Sun,9.62,0.09,0,70,68,72.6,69,90
2014,6,30,Mon,7.16,0,0,68,69,72.8,78,93
2014,7,1,Tues,9.84,0,0,69,78,73.1,94,65
2014,7,2,Wed,7.83,0,0,78,94,73.3,81,68
2014,7,3,Thurs,8.05,0,0,94,81,73.5,71,70
2014,7,4,Fri,6.93,0,0,81,71,73.8,75,90
2014,7,5,Sat,8.05,0,0,71,75,74,76,71
2014,7,6,Sun,4.92,0,0,75,76,74.2,84,90
2014,7,7,Mon,6.71,0,0,76,84,74.4,81,79
2014,7,8,Tues,9.17,0,0,84,81,74.6,86,69
2014,7,9,Wed,7.83,0,0,81,86,74.9,80,86
2014,7,10,Thurs,5.14,0,0,86,80,75.1,84,86
2014,7,11,Fri,4.92,0,0,80,84,75.3,88,74
2014,7,12,Sat,4.92,0,0,84,88,75.4,90,74
2014,7,13,Sun,4.92,0,0,88,90,75.6,85,89
2014,7,14,Mon,5.82,0,0,90,85,75.8,82,78
2014,7,15,Tues,6.26,0,0,85,82,76,88,63
2014,7,16,Wed,5.14,0,0,82,88,76.1,88,84
2014,7,17,Thurs,5.37,0,0,88,88,76.3,80,89
2014,7,18,Fri,8.28,0,0,88,80,76.4,75,70
2014,7,19,Sat,6.26,0,0,80,75,76.6,78,84
2014,7,20,Sun,12.08,0,0,75,78,76.7,67,80
2014,7,21,Mon,6.26,0,0,78,67,76.8,75,77
2014,7,22,Tues,4.92,0,0,67,75,76.9,70,93
2014,7,23,Wed,2.46,0.01,0,75,70,77,66,64
2014,7,24,Thurs,7.38,0.76,0,70,66,77.1,69,73
2014,7,25,Fri,10.51,0,0,66,69,77.1,73,93
2014,7,26,Sat,6.04,0,0,69,73,77.2,79,90
2014,7,27,Sun,8.05,0,0,73,79,77.3,83,64
2014,7,28,Mon,9.17,0,0,79,83,77.3,87,61
2014,7,29,Tues,8.28,0,0,83,87,77.3,86,82
2014,7,30,Wed,6.26,0,0,87,86,77.3,85,64
2014,7,31,Thurs,7.61,0,0,86,85,77.4,87,60
2014,8,1,Fri,9.17,0,0,85,87,77.4,84,64
2014,8,2,Sat,7.38,0,0,87,84,77.4,85,63
2014,8,3,Sun,3.8,0.02,0,84,85,77.3,89,92
2014,8,4,Mon,5.82,0,0,85,89,77.3,91,64
2014,8,5,Tues,5.82,0,0,89,91,77.3,77,81
